51,三傻大闹宝莱坞,"主演：阿米尔·汗,黄渤,卡琳娜·卡普",2011-12-08
52,黑客帝国3：矩阵革命,"主演：基努·里维斯,雨果·维文,凯瑞-安·莫斯",2003-11-05
53,断背山,"主演：希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯",2006-01-13
54,神偷奶爸,"主演：史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德",2010-07-09
55,少年派的奇幻漂流,"主演：苏拉·沙玛,伊尔凡·可汗,塔布",2012-11-22
56,飞屋环游记,"主演：爱德华·阿斯纳,乔丹·长井,鲍勃·彼德森",2009-08-04
57,鬼子来了,"主演：姜文,姜宏波,陈强",2000-05-12
58,大话西游之月光宝盒,"主演：周星驰,莫文蔚,吴孟达",2014-10-24
59,怦然心动,"主演：玛德琳·卡罗尔,卡兰·麦克奥利菲,艾丹·奎因",2010-08-06
60,致命魔术,"主演：休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩",2006-10-20
